S no,ID,Original_Language,original_title,Release_Date,IMDB Ratings ,Vote_Count,Genre,Overview,Revenue(in $),Runtime(in min),Tagline
86,763164,en,apex,12-11-2021,5.3,50,"['Action', 'Thriller', 'Science Fiction']","Ex-cop James Malone is serving a life sentence for a crime he didnâ€™t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.",$0.00,108,The hunters will be hunted.
87,464052,en,wonder woman 1984,16-12-2020,6.6,6105,"['Action', 'Adventure', 'Fantasy']",A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,"$165,000,000.00",151,A new era of wonder begins.
88,520763,en,a quiet place part ii,21-05-2021,7.7,3294,"['Science Fiction', 'Thriller', 'Horror']","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.","$297,000,000.00",97,Silence is not enough.
89,619778,en,malignant,01-09-2021,7.1,979,"['Horror', 'Mystery', 'Thriller']","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.","$24,640,084.00",112,A new vision of terror.
90,739990,en,nightbooks,15-09-2021,6.6,183,"['Fantasy', 'Family', 'Horror']","Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",$0.00,103,Write for your life.
91,671,en,harry potter and the philosopher's stone,16-11-2001,7.9,21302,"['Adventure', 'Fantasy']","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizardâ€”with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deathsâ€”and about the villain who's to blame.","$976,000,000.00",152,Let the Magic Begin.
92,315635,en,spider-man: homecoming,05-07-2017,7.4,17065,"['Action', 'Adventure', 'Science Fiction', 'Drama']","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","$880,000,000.00",133,Homework can wait. The city can't.
93,617502,en,jolt,15-07-2021,6.8,753,"['Action', 'Comedy']","Lindy is an acid-tongued woman with rage issues who controls her temper by shocking herself with an electrode vest. One day she makes a connection with Justin, who gives her a glimmer of hope for a shock-free future, but when heâ€™s murdered she launches herself on a revenge-fueled rampage in pursuit of his killer.",$0.00,91,You're in for a shock.
94,429617,en,spider-man: far from home,28-06-2019,7.5,10893,"['Action', 'Adventure', 'Science Fiction']","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.","$1,130,000,000.00",129,Itâ€™s time to step up.
95,800497,en,werewolves within,25-06-2021,6.1,179,"['Comedy', 'Horror']","When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.","$250,811.00",97,A whodunnit with teeth.
96,537915,en,after,11-04-2019,7.2,6704,"['Romance', 'Drama']","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","$69,497,587.00",106,"After your first, life is never the same."
97,587807,en,tom & jerry,11-02-2021,7.1,1831,"['Comedy', 'Family', 'Animation']","Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she canâ€™t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.","$132,000,000.00",101,Best of enemies. Worst of friends.
98,559,en,spider-man 3,01-05-2007,6.3,10473,"['Fantasy', 'Action', 'Adventure']","The seemingly invincible Spider-Man goes up against an all-new crop of villainsâ€”including the shape-shifting Sandman. While Spider-Manâ€™s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","$891,000,000.00",139,The battle within.
99,508442,en,soul,25-12-2020,8.2,7165,"['Animation', 'Comedy', 'Fantasy', 'Family']","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.","$136,000,000.00",101,Is all this living really worth dying for?
100,567189,en,tom clancy's without remorse,29-04-2021,7.2,1641,"['Action', 'Thriller']",An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,$0.00,109,From the author of Rainbow Six.
101,449406,en,vivo,30-07-2021,7.7,415,"['Animation', 'Family', 'Comedy']",A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,$0.00,99,One song can change everything.
102,522241,en,the courier,18-03-2021,7.2,456,"['Thriller', 'History', 'Drama']",Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,"$24,901,420.00",112,Based on the incredible true story of a Welsh businessman turned spy.
103,637693,en,spirit untamed,20-05-2021,7.8,288,"['Animation', 'Adventure', 'Family', 'Western']",Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,"$17,635,215.00",88,Adventure awaits.
104,581644,en,the misfits,10-06-2021,5.6,163,['Action'],"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",$0.00,94,They're not bad guys. They just steal from them.
105,841755,en,mortal kombat legends: battle of the realms,30-08-2021,8.1,177,"['Animation', 'Action', 'Fantasy']","The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.","$1,668,242.00",80,"Like, Get Over Here, Man!"
106,15092,en,crank: high voltage,16-04-2009,6,2115,"['Action', 'Thriller', 'Crime']",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,"$34,560,577.00",96,"Stay Charged, Stay Alive!"
107,522478,en,peter rabbit 2: the runaway,25-03-2021,7.4,426,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']","Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter canâ€™t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.","$153,000,000.00",93,The garden was just the beginning.
108,400160,en,the spongebob movie: sponge on the run,14-08-2020,7.7,2343,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']","When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.","$4,700,000.00",95,They're Not in Bikini Bottom Anymore.
109,559907,en,the green knight,29-07-2021,6.7,498,"['Adventure', 'Drama', 'Fantasy']","An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.","$18,192,220.00",130,When honor was everything.
110,597433,en,beckett,04-08-2021,6.4,383,"['Action', 'Crime', 'Drama', 'Mystery']","While vacationing in Greece, Beckett, becomes the target of a manhunt after a devastating car accident forces him to run for his life across the country to clear his name but tensions escalate as the authorities close in and political unrest mounts which makes Beckett fall even deeper into a dangerous web of conspiracy.",$0.00,109,Born to be murdered.
